Count,Original_menu,Oriignal_prod,Menu_Cat_Tran,Prod_Tran,Variant,Masterdish,flag,Cuisine,cuisine_flag,Subcuisine,subcuisine_flag,Subcategory,subcategory_flag,Ingredient
3818,Poulet en sauce,Murg bhuna,Chicken with sauce,Murg bhuna,,murgh bhuna,0,indian,0,north indian dish,0,,,coriander,ginger,green chilies
3819,Poulet en sauce,Murg curry,Chicken with sauce,Murg Curry,,murgh curry,0,indian,0,north indian dish,0,main course,1,cinnamon,cloves,chile pepper
3820,Poulet en sauce,Murg handi,Chicken with sauce,murg handi,,murg handi,0,Indian,0,other Indian dish,1,,,bay leaves,cardamom,fennel
3821,Tandoori khazana,Murg hariyali kabab,tandoori khazana,Murg hariyali kabab,,murgh hariyali,1,indian,0,north indian dish,0,,,,,
3822,Tandoori khazana,Murg kalmi kabab,tandoori khazana,Murg Kalmi kabab,,chicken,1,Indian,0,chicken dish,0,,,chicken,bacon grease,potato
3823,Poulet en sauce,Murg karahi,Chicken with sauce,Murg karahi,,murg karahi,0,indian,0,north indian dish,0,,,tomato,green chilies,coriander
3824,Poulet en sauce,Murg korma,Chicken with sauce,Murg Korma,,murgh korma,0,indian,0,north indian dish,0,,,peas,black pepper,cinnamon
3825,Poulet en sauce,Murg lababdar,Chicken with sauce,Murg lababdar,,murg lababdar,0,Indian,0,other Indian dish,1,,,bay leaves,cardamom,fennel
3826,Tandoori khazana,Murg lassoni kabab,tandoori khazana,Murg lassoni kabab,,murg lasooni kabab,0,Indian,0,other Indian dish,1,,,bay leaves,cardamom,fennel
3827,Poulet en sauce,Murg makhani,Chicken with sauce,Murg makhani,,makhani murgh,1,indian,0,north indian dish,0,,,bay leaf,black pepper,cayenne
3828,Tandoori khazana,Murg malai kabab,tandoori khazana,Murg malai kabab,,murg malai kabab,0,Indian,0,other Indian dish,1,,,malt vinegar,cornflour,green chilies
3829,Poulet en sauce,Murg mughlai,Chicken with sauce,Murg Mughlai,,murg mughlai,0,indian,0,north indian dish,0,,,bay leaves,cashew,cloves
3830,Tandoori khazana,Murg reshmi kabab,tandoori khazana,Murg Reshmi kabab,,kabab reshmi,1,Indian,0,other Indian dish,1,,,coriander,green chilies,mango powder
3831,Poulet en sauce,Murg saag,Chicken with sauce,Murg saag,,murg saag,0,Indian,0,other Indian dish,1,,,bay leaves,green chilies,ginger
3832,Tandoori khazana,Murg seekh kabab,tandoori khazana,murg seekh kabab,,kabab seekh,1,Indian,0,other Indian dish,1,,,,,
3833,Tandoori khazana,Murg tandoori,tandoori khazana,Murg Tandoori,,tandoori murg,1,Indian,0,other Indian dish,1,,,bay leaves,cardamom,fennel
3834,Poulet en sauce,Murg tikka massala,Chicken with sauce,Murg tikka massala,,murgh tikka masala,0,indian,0,north indian dish,0,starter,1,tofu,tomato,ginger
3835,Agneau en sauce,Mutton bhuna gosht,lamb sauce,Mutton bhuna gosht,,bhuna mutton,1,indian,0,north indian dish,0,,,mutton,lamb,
3836,Spécialités riz basmati,Mutton biryani,basmati rice specialties,Mutton biryani,,mutton biryani,0,indian,0,north indian dish,0,main course,1,mutton,rice,onions
3837,Agneau en sauce,Mutton do piyaza,lamb sauce,Mutton do piyaza,,mutton piyaza,0,Indian,0,other Indian dish,1,,,mutton,lamb,black pepper
3838,Agneau en sauce,Mutton handi,lamb sauce,Mutton Handi,,mutton handi,0,Indian,0,other Indian dish,1,,,mutton,lamb,black pepper
3839,Agneau en sauce,Mutton jalfrezi,lamb sauce,Mutton jalfrezi,,mutton jalfrezi,0,indian,0,north indian dish,0,,,mutton,lamb,black pepper
3840,Agneau en sauce,Mutton karahi,lamb sauce,Mutton karahi,,mutton karahi,0,indian,0,north indian dish,0,,,mutton,lamb,green chilies
3841,Agneau en sauce,Mutton keema mutter,lamb sauce,Mutton keema mutter,,keema mutter,1,indian,0,north indian dish,0,,,keema,lamb,peas
3842,Agneau en sauce,Mutton korma,lamb sauce,Mutton korma,,korma,1,indian,0,north indian dish,0,,,lamb,cayenne,cube chicken bouillon
3843,Agneau en sauce,Mutton masala,lamb sauce,Mutton masala,,masala,1,Indian,0,other Indian dish,1,,,lamb,cayenne,fennel seed
3844,Agneau en sauce,Mutton rahra gosht,lamb sauce,Mutton rahra gosht,,mutton rara gosht,0,indian,0,north indian dish,0,,,mutton,lamb,
3845,Agneau en sauce,Mutton roghan josh,lamb sauce,Mutton roghan josh,,josh mutton rogan,1,indian,0,north indian dish,0,,,mutton,lamb,tomato puree
3846,Agneau en sauce,Mutton saag gosht,lamb sauce,Mutton saag gosht,,lamb saag,1,indian,0,north indian dish,0,,,mutton,lamb,bay leaves
3847,Tandoori khazana,Mutton seekh kebab,tandoori khazana,Mutton seekh kebab,,mutton seekh kabab,0,indian,0,north indian dish,0,starter,1,mutton,,
3848,Tandoori khazana,Nawabi murg tikka,tandoori khazana,Murg Tikka Nawabi,,nawabi chicken,1,Indian,0,chicken dish,0,starter,1,chicken,ginger paste,green chilies
3849,Spécialités de pains indiens,Onion kulcha,Specialty Indian breads,onion kulcha,,onion kulcha,0,Indian,0,other bread,1,bread,1,onion,bread,
3850,Spécialités de pains indiens,Paneer kulcha,Specialty Indian breads,paneer kulcha,,paneer kulcha,0,indian,0,north indian dish,0,bread,1,paneer,bread,yeast
3851,Shakahari Taj Mahal,Paneer lababdar,Shakahari Taj Mahal,paneer lababdar,,paneer lababdar,0,indian,0,north indian dish,0,,,paneer,coriander,fenugreek
3852,Tandoori khazana,Paneer tikka (Plat servi toute la semaine sauf le jeudi),tandoori khazana,paneer tikka (dish served all week except Thursday),dish served all week except thursday,paneer,1,indian,0,north indian dish,0,starter,1,paneer,coriander,fenugreek
3853,Spécialités de pains indiens,Parantha,Specialty Indian breads,parantha,,parantha,0,Indian,0,other Indian dish,1,,,bread,ghee,chili pepper
3854,Spécialités riz basmati,Peas pulao,basmati rice specialties,peas pulao,,pulao,1,indian,0,north indian dish,0,main course,1,rice,bay leaves,cinnamon
3855,Spécialités de pains indiens,Plain naan,Specialty Indian breads,plain naan,,plain naan,0,indian,0,north indian dish,0,bread,1,bread,coriander,soymilk
3856,Spécialités de pains indiens,Pudhina parantha,Specialty Indian breads,pudhina parantha,,pudina paratha,0,indian,0,north indian dish,0,bread,1,bread,ghee,
3857,Agneau en sauce,Saag keema,lamb sauce,saag keema,,saag keema,0,indian,0,north indian dish,0,,,keema,lamb,peas
3858,Shakahari Taj Mahal,Saag paneer,Shakahari Taj Mahal,saag paneer,,saag paneer,0,indian,0,north indian dish,0,,,paneer,,
3859,Shakahari Taj Mahal,Sauce curry,Shakahari Taj Mahal,curry sauce,,curry sauce,0,Indian,0,other Indian dish,1,main course,1,curry sauce,ketchup,
3860,Shakahari Taj Mahal,Shahi - paneer,Shakahari Taj Mahal,shahi - paneer,,shahi paneer,0,indian,0,north indian dish,0,,,paneer,,
3861,Spécialités riz basmati,Steam rice,basmati rice specialties,steam rice,,steamed rice,0,Indian,0,rice dish,0,main course,1,rice,cereal,urad dal
3862,Spécialités de pains indiens,Stuffed parantha,Specialty Indian breads,stuffed parantha,,stuffed paratha,0,indian,0,north indian dish,0,bread,1,bread,cilantro,green chilies
3863,Spécialités riz basmati,Taj mahal biryani spécialité,basmati rice specialties,taj mahal specialty biryani,,taj mahal,0,indian,0,north indian dish,0,main course,1,rice,cucumber,egg yolks
3864,Spécialités de pains indiens,Tandoori roti,Specialty Indian breads,tandoori roti,,tandoor roti,0,indian,0,north indian dish,0,bread,1,bread,black pepper,cilantro
3865,Spécialités riz basmati,Vegetable dum biryani,basmati rice specialties,vegetable dum biryani,,vegetables biryani,1,indian,0,north indian dish,0,main course,1,vegetable,rice,
3866,Bourek,Bourek champignon fromage,bourek,bourek mushroom cheese,,cheese bourek,1,,,,,,,mushroom,cheese,cheddar cheese
3867,Bourek,Bourek crevettes,bourek,bourek shrimp,,bourek shrimp,0,american,0,seafood dish,0,starter,1,shrimp,cloves,white wine
3868,Bourek,Bourek épinards,bourek,bourek spinach,,bourek spinach,0,american,0,other american dish,1,,,spinach,black pepper,cinnamon
3869,Bourek,Bourek merlan,bourek,bourek whiting,,bourek,1,,,,,,,black pepper,cinnamon,ground lamb
3870,Bourek,Bourek pomme de terre,bourek,bourek potato,,borek potato,0,,,,,,,potato,parsley,red pepper
3871,Bourek,Bourek poulet,bourek,bourek chicken,,bourek chicken,0,american,0,chicken dish,0,,,chicken,bacon grease,potato
3872,Bourek,Bourek thon,bourek,Bourek tuna,,bourek,1,,,,,,,tuna,black pepper,cinnamon
3873,Bourek,Bourek trois fromages,bourek,Bourek three cheeses,,three cheese,1,italian,0,pasta,1,main course,1,cheese,cheddar cheese,chicken broth
3874,Bourek,Bourek viande (fraîche),bourek,bourek meat (fresh),fresh,bourek,1,,,,,,,meat,black pepper,cinnamon
3875,Brick,Brick crevettes,brig,brick shrimp,,shrimp,1,,,seafood dish,0,,,shrimp,cloves,white wine
3876,Brick,Brick fruits de mer,brig,brick Seafood,,brick seafood,0,,,seafood dish,0,,,seafood,baguette,mushroom
3877,Brick,Brick poulet,brig,brick chicken,,chicken,1,,,chicken dish,0,,,chicken,bacon grease,potato
3878,Brick,Brick viande (fraîche),brig,brig meat (fresh),fresh,brig meat,0,,,,,,,meat,celery,ground beef
3879,Soupes,Chorba frick,soups,chorba frick,,chorba frick,0,vietnamese,0,soup,0,starter,1,summer savory,baby carrot,lentils
3880,Desserts,Flan,desserts,flan,,flan,0,dessert,0,flan,0,dessert,0,,,
3881,Desserts,M’halbi,desserts,Me halbi,,mhalbi,0,dessert,0,dessert,0,dessert,0,,,
3882,Autres,Pain maison,other,homemade bread,,bread,0,,,other bread,1,bread,1,bread,yeast,
3883,Soupes,Soupe de légumes,soups,vegetable soup,,vegetables soup,0,vietnamese,0,soup,0,soup,1,vegetable,yellow squash,broccoli
3884,Soupes,Soupe de poisson,soups,fish soup,,fish soup,0,vietnamese,0,soup,0,soup,1,fish,red snapper,squid
3885,Autres,TadjineH’lou (pruneaux),other,tadjineh'lou (prunes),prunes,tajine lou,0,morocco,0,main course,0,main course,1,bay leaf,mustard seed,chickpeas
3886,Les plats,Brochettes de poulet mariné,The dishes,Skewers of marinated chicken,,skewers chicken,1,italian,0,chicken dish,0,,,chicken,cayenne,ginger
3887,Les plats,Brochettes de veau,The dishes,skewers of veal,,skewers veal,0,american,0,steak dish,0,,,veal,almond,red pepper flakes
3888,Les desserts,Brownie aux noix,desserts,brownie with walnuts,,walnut,1,dessert,0,brownie,0,dessert,0,,,
3889,Les entrées,Brushettas anchois,Entries,brushettas anchovies,,anchovies,1,italian,0,other italian dish,1,starter,1,anchovy fillets,cream cheese,chili pepper
3890,Les desserts,Cake au gingembre et carotte,desserts,cake with ginger and carrot,,carrot cake,1,dessert,0,cake,0,dessert,0,,,
3891,Les entrées,caviar d'aubergine,Entries,eggplant caviar,,eggplant caviar,0,italian,0,other italian dish,1,,,eggplant,caviar,anchovy fillets
3892,Les desserts,Crème brûlée,desserts,creme brulee,,creme brulee,0,dessert,0,dessert,0,dessert,0,,,
3893,Les plats,Cuisse de poulet mariné,The dishes,Marinated chicken thigh,,marinated chicken,1,italian,0,chicken dish,0,,,chicken,olives,green olive
3894,Eaux et sodas,Eau minérale grande bouteille,water and soft drinks,large bottle mineral water, large bottle,minerale water,0,non-alcoholic beverages,1,other beverages,1,cold beverages,1,,,
3895,Eaux et sodas,Eau minérale petite bouteille,water and soft drinks,mineral water bottle, bottle,minerale water,0,non-alcoholic beverages,1,other beverages,1,cold beverages,1,,,
3896,Eaux et sodas,eau pétillante grande bouteille,water and soft drinks,large bottle sparkling water, large bottle,sparkling water,0,non-alcoholic beverages,1,other beverages,1,cold beverages,1,,,
3897,Eaux et sodas,eau pétillante petite bouteille,water and soft drinks,sparkling water bottle, bottle,sparkling water,0,non-alcoholic beverages,1,other beverages,1,cold beverages,1,,,
3898,Les plats,Émincé de volaille au wok,The dishes,Minced chicken wok,,minced chicken,1,italian,0,chicken dish,0,,,chicken,cornstarch,white wine
3899,Les plats,Entrecôte grillée,The dishes,grilled steak,,steak grilled,0,american,0,steak dish,0,,,steak,italian dressing,sirloin steak
3900,Les plats,Filet au poivre,The dishes,filet au poivre,,filet au poivre,0,italian,0,other italian dish,1,,,carrot,sirloin steak,celery
3901,Les desserts,Fondant au chocolat,desserts,chocolate fondant,,chocolate fondant,0,dessert,0,dessert,0,dessert,0,,,
3902,Les entrées,Mechouia,Entries,mechouia,,mechouia,0,italian,0,other italian dish,1,,,chili pepper,tomato,lemon juice
3903,Les pâtes,Penne arrabiata,pasta,penne arrabiata,,arrabiata penne,1,italian,0,pasta,0,main course,1,pasta,penne,cremini mushrooms
3904,Les salades gourmandes,Salade automne,The gourmet salads,Fall Salad,,salad,1,italian,0,salad,1,salad,1,black pepper,salad greens,
3905,Les salades gourmandes,Salade césar,The gourmet salads,Caesar salad,,salad caesar,0,western,1,salad,1,salad,1,black pepper,dijon mustard,romaine lettuce
3906,Les salades gourmandes,Salade fraîcheur,The gourmet salads,fresh salad,,salad,1,italian,0,salad,1,salad,1,black pepper,salad greens,
3907,Les salades gourmandes,Salade niçoise,The gourmet salads,Nicoise Salad,,salad nicoise,0,italian,0,salad,1,salad,1,olives,cilantro,coriander
3908,Eaux et sodas,soda,water and soft drinks,soda,,soda,0,non-alcoholic beverages,0,soda,0,cold beverages,1,,,
3909,Les entrées,Soupe ou velouté du jour,Entries,soup or soup of the day,,soup,0,vietnamese,0,soup,0,soup,1,pumpkin puree,carrot,onions
3910,Les plats,Suprême de poulet,The dishes,chicken breast,,chicken breast,0,italian,0,chicken dish,0,,,chicken,prosciutto,
3911,Les pâtes,Tagliatelles au saumon fumé,pasta,tagliatelle with smoked salmon,,smoked salmon,1,italian,0,pasta,0,main course,1,salmon,pasta,cucumber
3912,Les pâtes,Tagliatelles crème épinards et poulet,pasta,tagliatelle cream spinach and chicken,,spinach and chicken,1,italian,0,pasta,0,,,chicken,spinach,cream
3913,Les desserts,Tarte aux fruits de saison,desserts,pie with seasonal fruit, seasonal,pie,1,dessert,0,pie,0,dessert,0,,,
3914,Les desserts,Tarte aux poires,desserts,pear tart,,pear tart,0,dessert,0,tart,0,dessert,0,,,
3915,Les desserts,Tarte aux pruneaux,desserts,prune tart,,tart,1,dessert,0,tart,0,dessert,0,,,
3916,Les entrées,Tomate mozzarella et pesto,Entries,tomato mozzarella and pesto,,pesto,1,italian,0,soup and sauce,0,,,tomato,pesto,arugula
3917,Les entrées,Verrine de mousse d'avocat & pamplemousse,Entries,jar of grapefruit & avocado mousse,,grapefruit,1,italian,0,other italian dish,1,,,avocado,grapefruit,mousse
3918,Les desserts,Verrine tiramisu,desserts,tiramisu verrine,,tiramisu verrine,0,dessert,0,tiramisu,0,dessert,0,,,
3919,Pizzas,3 fromages,Pizzas,3 cheeses,3,pizza cheese,0,italian,0,pizza,0,main course,1,cheese,mozzarella cheese,oregano
3920,Pizzas,4 saisons poulet,Pizzas,4 chicken seasons,4,chicken,1,italian,0,pizza,0,,,chicken,bacon grease,potato
3921,Pizzas,4 saisons thon,Pizzas,4 seasons tuna,4,seasons tuna,0,italian,0,pizza,0,,,tuna,apple cider,buttermilk
3922,Pizzas,4 saisons viande,Pizzas,4 seasons meat,4,seasons meat,0,italian,0,pizza,0,,,meat,margarine,tomato soup
3923,Pizzas,Algéroise,Pizzas,Algiers,,pizza algiers,0,italian,0,pizza,0,main course,1,cayenne,honey,italian cheese blend
3924,Entrées traditionnelles,Bourek,traditional starters,bourek,,bourek,0,italian,0,other italian dish,1,starter,1,black pepper,cinnamon,ground lamb
3925,Entrées traditionnelles,Brik,traditional starters,brik,,brik,0,italian,0,other italian dish,1,starter,1,sweet potato,coriander seed,chiles
3926,Entrées traditionnelles,Briouettes,traditional starters,briouettes,,briouettes,0,italian,0,other italian dish,1,starter,1,,,
3927,Boissons chaudes,Café Lavazza,hot drinks,Lavazza CafÃ©,,lavazza cafÃ©,0,non-alcoholic beverages,1,other beverages,1,cold beverages,1,,,
3928,Boissons chaudes,Café Nespresso,hot drinks,Nespresso coffee,,coffee espresso,0,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
3929,Boissons chaudes,Café Segafredo,hot drinks,segafredo coffee,,coffee,1,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
3930,Boissons chaudes,Cappuccino chocolat,hot drinks,chocolate cappuccino,,cappuccino chocolate,1,non-alcoholic beverages,0,cappuccino,0,hot beverages,1,,,
3931,Viandes,Chawarma,meat,Chawarma,,chawarma,0,italian,0,other italian dish,1,,,meat,coriander,lemon juice
3932,Pizzas,Chef,Pizzas,chief,,pizza chef,0,italian,0,pizza,0,main course,1,arrowroot,broccoli,garlic powder
3933,Plats traditionnels,Chekhchoukha Biskria,traditional dishes,Chekhchoukha Biskria,,chekhchoukha biskria,0,italian,0,other italian dish,1,,,,,
3934,Grillades,Chiche kebab,grilling,kebab,,kebab,0,indian,0,north indian dish,0,starter,1,black pepper,lamb,mint
3935,Entrées traditionnelles,Chorba frik,traditional starters,chorba frik,,chorba frick,0,italian,0,soup,1,starter,1,summer savory,baby carrot,lentils
3936,Boissons fraîches,Coca,Cold drinks,coca,,cocacola,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
3937,Boissons fraîches,Coca light,Cold drinks,Diet Coke,,cocacola,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
3938,Boissons fraîches,Coca zéro,Cold drinks,Coke Zero,,cocacola,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
3939,Entrées froides,Cocktail de crevettes,cold starters,shrimp cocktail,,shrimp cocktail,0,italian,0,seafood dish,0,starter,1,shrimp,cilantro,ketchup
3940,Boissons fraîches,Cocktail de fruits,Cold drinks,fruit cocktail,,fruit cocktail,0,alcoholic beverages,0,cocktail,0,alcoholic beverages,0,,,
3941,Plats traditionnels,Couscous berbére,traditional dishes,Berber couscous,,couscous,1,morocco,0,main course,0,main course,1,carrot,couscous,parsley
3942,Plats traditionnels,Couscous grain noir,traditional dishes,Black Grain Couscous,,couscous,1,morocco,0,main course,0,main course,1,carrot,couscous,parsley
3943,Desserts,Crème brûlée,desserts,creme brulee,,creme brulee,0,dessert,0,dessert,0,dessert,0,,,
3944,Desserts,Crème caramel,desserts,crÃ¨me caramel,,crème caramel,0,dessert,0,dessert,0,dessert,0,,,
3945,Poissons,Crevettes en sauce,Fishes,shrimp sauce,,shrimp sauce,0,italian,0,seafood dish,0,,,shrimp,almond,bread crumbs
3946,Poissons,Crevettes grillées,Fishes,grilled shrimp,,grilled shrimp,0,italian,0,seafood dish,0,main course,1,shrimp,cilantro,parsley
3947,Boissons fraîches,Eau minérale,Cold drinks,mineral water,,minerale water,0,non-alcoholic beverages,1,other beverages,1,cold beverages,1,,,
3948,Plats traditionnels,El Maakouda,traditional dishes,The Maakouda,,maakouda,0,italian,0,other italian dish,1,,,coriander,eggplant,onions
3949,Viandes,Entrecôte à la sicilienne,meat,Sicilian steak,,sicilian steak,0,american,0,steak dish,0,,,meat,steak,bread crumbs
3950,Viandes,Entrecôte maître d'hôtel,meat,steak butler,,steak butler,0,american,0,steak dish,0,,,meat,steak,potato
3951,Viandes,Entrecôte sauce forestière,meat,Sirloin steak with mushroom sauce, mushroom sauce,sirloin steak,0,american,0,steak dish,0,,,meat,steak,mushroom
3952,Viandes,Escalope de dinde à la viennoise,meat,turkey escalope Viennese,,turkey,1,italian,0,other italian dish,1,,,meat,chicken broth,black pepper
3953,Viandes,Escalope de dinde au curry,meat,turkey cutlet curry,,turkey curry,1,american,1,american dish,1,main course,1,meat,turkey,avocado
3954,Viandes,Escalope de volaille aux champignons,meat,chicken cutlet with mushrooms, mushrooms,chicken cutlets,0,italian,0,chicken dish,0,,,meat,chicken,mushroom
3955,Poissons,Espadon grillé,Fishes,grilled swordfish,,grilled swordfish,0,italian,0,grilled dish,0,,,swordfish,black pepper,lemon juice
